id,name,lastname,gender,nationality
646,"ARRI, Valerio",M,ITA
647,"ARRIETA, Jake",M,USA
648,"ARROJO AVILA, Rolando",M,CUB
649,"ARRON, Christine",F,FRA
650,"ARRONDO, Ines",F,ARG
651,"ARRUE, Francisco",M,CHI
652,"ARSAMAKOV, Israil",M,URS
653,"ARSENAULT, Samantha",F,USA
654,"ARSHAD, Mahmood",M,PAK
655,"ARSLANAGIC, Abaz",M,YUG
656,"ARTAMONOVA, Evgenya",F,EUN
657,"ARTAMONOVA, Evgenya",F,RUS
658,"ARTAYEV, Bakhtiyar",M,KAZ
659,"ARTEMEV, Alexander",M,USA
660,"ARTEMOV, Vladimir",M,URS
661,"ARTESHINA, Olga",F,RUS
662,"ARTHUR, John",M,RSA
663,"ARTHUS, Henri",M,FRA
664,"ARTIGAS, Edouard",M,FRA
665,"ARTOLA, Juan",M,ESP
666,"ARTUC, Sedat",M,TUR
667,"ARVIDSSON, PÃ¤r",M,SWE
668,"ARVIDSSON, Per Olof",M,SWE
669,"ARYEE, Bernard Nii",M,GHA
670,"ARZAMASKOV, Vladimir",M,URS
671,"ARZHANNIKOVA, Lyudmila",F,EUN
672,"ARZHANOV, Yevgeni",M,URS
673,"ASAAD, Said Saif",M,QAT
674,"ASAD, Muhammad",M,PAK
675,"ASAHARA, Nobuharu",M,JPN
676,"ASANIDZE, George",M,GEO
677,"ASANO, Kevin Yoshimi",M,USA
678,"ASARE, Isaac",M,GHA
679,"ASATI, Charles",M,KEN
680,"ASATIANI, Nugzar",M,URS
681,"ASBRINK, Gosta",M,SWE
682,"ASCH, Peter Gregory",M,USA
683,"ASCHWANDEN, Sergei",M,SUI
684,"ASCUY AGUILERA, Feliberto",M,CUB
685,"ASELL, Marko",M,FIN
686,"ASGEIRSSON, Sturla",M,ISL
687,"ASHBROOK, Temple W.",M,USA
688,"ASHBURNER, Lesley",M,USA
689,"ASHBY, Glenn",M,AUS
690,"ASHE, Saint-George",M,GBR
691,"ASHENFELTER, Horace III",M,USA
692,"ASHFORD, Evelyn",F,USA
693,"ASHLEY, Tom",M,NZL
694,"ASHUMOVA, Irada",F,AZE
695,"ASHURALIEV, Ruslan",M,URS
696,"ASHWORTH, Gerald Howard",M,USA
697,"ASIKAINEN, Alfred",M,FIN
698,"ASILIAN, Dimitra",F,GRE
699,"ASINARI, Carlo",M,ITA
700,"ASKIELOWICZ, Halina",F,POL
701,"ASKOLA, Arvo",M,FIN
702,"ASLANOV, Fuad",M,AZE
703,"ASLOUM, Brahim",M,FRA
704,"ASMAEV, Viktor",M,URS
705,"ASMUSSEN, Gunnar Henry",M,DEN
706,"ASPELIN, Simon",M,SWE
707,"ASPIN, John Symington",M,GBR
708,"ASRABAEV, Anatoli",M,EUN
709,"ASTAFEI, Galina",F,ROU
710,"ASTAKHOVA, Polina",F,URS
711,"ASTAPKOVICH, Igor",M,EUN
712,"ASTAPKOVICH, Igor",M,BLR
713,"ASTAPOVSKY, Vladimir",M,URS
714,"ASTBURY, Andrew",M,GBR
715,"ASTHER, Gunnar Anton Edvard",M,SWE
716,"ASTOR, John Jacob",M,GBR
717,"ASTRUP, Heidi",F,DEN
718,"ATALAY, Mahmut",M,TUR
719,"ATAN, Adil",M,TUR
720,"ATANASKOVIC, Aleksandar",M,YUG
721,"ATANASOV, Mikulas",M,TCH
722,"ATAVIN, Vyacheslav",M,URS
723,"ATHANASOPOULOS, Spyros",M,GRE
724,"ATIK, Celal",M,TUR
725,"ATIYEH, Josep",M,SYR
726,"ATKIN, Charles Sydney",M,GBR
727,"ATKINS, Gillian",F,GBR
728,"ATKINSON, Sidney",M,RSA
729,"ATLASON, Arnor",M,ISL
730,"ATLI, Ismet",M,TUR
731,"ATTOLICO, Francesco",M,ITA
732,"ATTRILL, Louis",M,GBR
733,"ATTRILL, W.T.",M,FRA
734,"ATWOOD, Susanne Jean",F,USA
735,"ATZORI, Fernando",M,ITA
736,"AUDINA, Mia",F,INA
737,"AUDINA, Mia",F,NED
738,"AUDU, Musa",M,NGR
739,"AUER, Gerhard",M,FRG
740,"AUER, Victor Lee",M,USA
741,"AUERSWALD-LANGE, Ingrid",F,GDR
742,"AUF DER HEIDE, Hermann",M,GER
743,"AUFFRAY, AndrÃ©",M,FRA
744,"AUGMON, Stacey O.",M,USA
745,"AUGUSTIN, Ludovic",M,HAI
746,"AUGUSTUS, Seimone",F,USA
747,"AULT, Garnet Walter",M,CAN
748,AUMOITTE,M,FRA
749,"AUN, Rein",M,URS
750,"AUREGGI, Aldo",M,ITA
751,"AUST, Otto",M,SWE
752,"AUSTIN, Arthur",M,USA
753,"AUSTIN, C.",M,USA
754,"AUSTIN, Charles",M,USA
755,"AUSTIN, Michael Mackay",M,USA
756,"AUSTIN, Timothy",M,USA
757,"AUTHEN, Otto F.",M,NOR
758,"AUWERKERKEN, Eugenius",M,BEL
759,"AVDEENKO, Gennadi",M,URS
760,"AVENDANO, Victor",M,ARG
761,"AVERAIMO, Gianni",M,ITA
762,"AVERY, George Gordon",M,AUS
763,"AVILOV, Nikolai",M,URS
764,"AVLUCA, Nazmi",M,TUR
765,"AVRAMENKO, Gennadi",M,URS
766,"AVRIL, Jacky",M,FRA
767,"AWAZIE, Nduka",M,NGR
768,"AXELROD, Albert",M,USA
769,"AXELSSON, Thor",M,FIN
770,"AXTELL, Charles Sumner",M,USA
771,"AYACHE, William",M,FRA
772,"AYALA, Roberto",M,ARG
773,"AYAT, Albert",M,FRA
774,"AYEW, Kwame",M,GHA
775,"AYIK, Ahmet",M,TUR
776,"AYKAC, Turgut",M,TUR
777,"AYMAR, Luciana",F,ARG
778,"AYRAULT, Arthur Delancey Jr.",M,USA
779,"AYRE, Sanjay",M,JAM
780,"AYTON, Sarah",F,GBR
781,"AYVAZ, Kazim",M,TUR
782,"AYVAZYAN, Artur",M,UKR
783,"AZAR, Amado",M,ARG
784,"AZARIAN, Eduard",M,URS
785,"AZAROVA, Elena",F,RUS
786,"AZARYAN, Albert",M,URS
787,"AZCUY OLIVA, Isaac",M,CUB
788,"AZEVEDO EVORA, Affonso",M,BRA
789,"AZEVEDO, Luiz Felipe",M,BRA
790,"AZEVEDO, Tony",M,USA
791,"AZIZOV, Minneula",M,URS
792,"AZNAVOURIAN, Karina",F,RUS
793,"AZON, Sandra",F,ESP
794,"AZZI, Jennifer",F,USA
795,"BÃ–CKER, Konrad",M,GER
796,"BÃ–CKLI, Franz",M,SUI
797,"BÃ–DDING-ECKHOFF, Inge",F,FRG
798,"BÃ–GLI, A.",M,SUI
799,"BÃ–HLING, Ivar Theodor",M,FIN
800,"BÃ–HM, Eilert",M,NOR
801,"BÃ–HMER, Joachim",M,GDR
802,"BÃ–SCH, Fritz",M,SUI
803,"BA, Yan",F,CHN
804,"BÃ„CKANDER, Helge",M,SWE
805,"BÃ„HRE, Karl",M,GER
806,"BÃ„RLUND, Sulo",M,FIN
807,"BÃ„RWIRTH, Anita",F,GER
808,"BAALA, Mehdi",M,FRA
809,"BAAR, Roland",M,GER
810,"BABA, Jaroslav",M,CZE
811,"BABAKOVA, Inha",F,UKR
812,"BABANGIDA, Tijani",M,NGR
813,"BABANINA, Svetlana",F,URS
814,"BABASHOFF, Jack, Jr.",M,USA
815,"BABASHOFF, Shirley Farber",F,USA
816,"BABAYARO, Celestine",M,NGR
817,"BABAYARO, Emmanuel",M,NGR
818,"BABB-SPRAGUE, Kristen",F,USA
819,"BABCOCK, Harry Stoddard",M,USA
820,"BABERS, Alonzo C.",M,USA
821,"BABII, Sorin",M,ROU
822,"BABKA, Richard Aldrich",M,USA
823,"BABUSHKINA, Olesya",F,BLR
824,"BACA, Juraj",M,SVK
825,BACH,M,FRA
826,"BACH, Bjoern",M,GER
827,"BACH, Michael",M,USA
828,"BACH, Thomas",M,FRG
829,"BACH, Walter",M,SUI
830,"BACHFELD, Jochen",M,GDR
831,"BACHMANN, Albert",M,SUI
832,"BACHMANN, Alfred",M,SUI
833,"BACHMANN, Tina",F,GER
834,"BACHOR, Isabell",F,GER
835,"BACHUROV, Yuri",M,URS
836,"BACIU, Ion",M,ROU
837,"BACKEGREN, Anders",M,SWE
838,"BACKHAUS, Robin James",M,USA
839,"BACKLEY, Steve",M,GBR
840,"BACKLUND, Nils",M,SWE
841,"BACKMAN, Erik",M,SWE
842,"BACKUS, Ronald",M,GBR
843,"BACON, Charles Joseph",M,USA
844,"BACON, Stanley Vivian",M,GBR
845,"BACZAKO, Peter",M,HUN
846,"BADA, Sunday",M,NGR
847,"BADCOCK, John Charles",M,GBR
848,"BADE, Lance",M,USA
849,"BADEA, Ioana",F,ROU
850,"BADENOV, Bair",M,RUS
851,"BADENSKI, Andrzej",M,POL
852,"BADER, Edouard",M,FRA
853,"BADIOU, Franck",M,FRA
854,"BADO, Rajmund",M,HUN
855,"BADOREK, Gabriele",F,GDR
856,"BADULINA, Svetlana",F,URS
857,"BAE, Minhee",F,KOR
858,"BAERG, Cameron",M,CAN
859,"BAESS, Klaus Baard",M,DEN
860,"BAETENS, Robert Frederik",M,BEL
861,"BAGACH, Oleksandr",M,UKR
862,"BAGDASAROV, Armen",M,UZB
863,"BAGGALEY, Nathan",M,AUS
864,"BAGLEY, Nikolai",M,URS
865,"BAGRYANTSEVA, Elizaveta",F,URS
866,"BAHAIN, Julien",M,FRA
867,"BAHARI, Mohamed",M,ALG
868,"BAHDANOVICH, Aliaksandr",M,BLR
869,"BAHDANOVICH, Andrei",M,BLR
870,"BAHMANN, Angelika",F,GDR
871,"BAHR, Gunnar",M,GER
872,"BAHRINGER, Jurgen",M,GDR
873,"BAIER, Bernhard",M,GER
874,"BAIK, Hyun-Man",M,KOR
875,"BAIK, Myung-Sun",F,KOR
876,"BAIKAUSKAITE, Lailute",F,URS
877,"BAILES, Margaret Johnson",F,USA
878,"BAILETTI, Antonio",M,ITA
879,"BAILEY, Aleen",F,JAM
880,"BAILEY, Angela",F,CAN
881,"BAILEY, Arthur B.",M,CAN
882,"BAILEY, Donovan",M,CAN
883,"BAILEY, Emmanuel Mcdonald",M,GBR
884,"BAILEY, Henry Marvin",M,USA
885,"BAILEY, Horace Peter",M,GBR
886,"BAILEY, Ryan",M,USA
887,"BAILLIEU, Christopher",M,GBR
888,"BAILLON, Louischarles",M,GBR
889,"BAIN, Andretti",M,BAH
890,"BAINBRIDGE, Angie",F,AUS
891,"BAIRAMUKOV, Islam",M,KAZ
892,"BAIRD, George Hetzel",M,USA
893,"BAIS, Dhyan Chand",M,IND
894,"BAIS, Roop Singh",M,IND
895,"BAITOVA, Svetlana",F,URS
896,"BAJEROVA, Jaroslava",F,TCH
897,"BAJKO, Karoly",M,HUN
898,"BAJKUSA, Vesna",F,YUG
899,"BAJRAMAJ, Fatmire",F,GER
900,"BAKANIC, Ladislava Aloisie",F,USA
901,"BAKASUN, Veljko",M,YUG
902,"BAKER, Reginald L.",M,ANZ
903,"BAKER, Vin",M,USA
904,"BAKER, Walter Thane",M,USA
905,"BAKO, Pal",M,HUN
906,"BAKO, Zoltan",M,HUN
907,"BAKOGIANNI, Niki",F,GRE
908,"BAKONYI, Peter",M,HUN
909,"BAKOS, Karoly",M,HUN
910,"BAKOVA, Anka",F,BUL
911,"BAKULIN, Vladimir",M,URS
912,"BALABANOVA, Hanna",F,UKR
913,"BALACHOV, Roman",M,RUS
914,"BALADO MENDEZ, Roberto",M,CUB
915,"BALAKSHIN, Georgy",M,RUS
916,"BALAMIR, Halit",M,TUR
917,"BALAN-SNEP, Doina Lilian",F,ROU
918,"BALAS, Iolanda",F,ROU
919,"BALASHOV, Andrei",M,URS
920,"BALASHOV, Roman",M,RUS
921,"BALATTI, Fulvio",M,ITA
922,"BALAVADZE, Vakhtang",M,URS
923,"BALBACH, Louis James",M,USA
924,"BALBOSHIN, Nikolai",M,URS
925,"BALCEIRO PAJON, Ledis Frank",M,CUB
926,"BALCEIRO, Ledys Frank",M,CUB
927,"BALCZO, Andras",M,HUN
928,"BALDI, Baldo",M,ITA
929,"BALDI, Ubaldesco",M,ITA
930,"BALDINI, Ercole",M,ITA
931,"BALDINI, Stefano",M,ITA
932,"BALDO, Giuseppe",M,ITA
933,"BALDO, Marta",F,ESP
934,"BALDUS, Brita Pia",F,GER
935,"BALDWIN, John Lee",M,USA
936,"BALFOUR, Gordon Bruce",M,CAN
937,"BALIC, Ivano",M,CRO
938,"BALIC, Maro",M,CRO
939,"BALINO, Enrique",M,URU
940,"BALINT, Laszlo",M,HUN
941,"BALJIC, Mirsad",M,YUG
942,"BALKENHOL, Klaus",M,GER
943,"BALL, Catherine",F,USA
944,"BALL, James A.",M,CAN
945,"BALL, Lloy",M,USA
946,"BALLA, Jozsef",M,HUN
947,"BALLANGER, Felicia",F,FRA
948,"BALLART, Daniel",M,ESP
949,"BALLERI, Mario",M,ITA
950,"BALLESTER TULTESA, Jose Luis",M,ESP
951,"BALLINGER, Ian Roy",M,NZL
952,"BALME, EugÃ¨ne",M,FRA
953,"BALMFORTH, Darren",M,AUS
954,"BALOGH, Ambrus",M,HUN
955,"BALOGH, Beatrix",F,HUN
956,"BALOGH, Gabor",M,HUN
957,"BALOGH, Suzanne",F,AUS
958,"BALONCIERI, Adolfo",M,ITA
959,"BALOV, Stoyan",M,BUL
960,"BALTACHA, Sergei",M,URS
961,"BALTER, Samuel J. Jr.",M,USA
962,"BALTHASAR, Ramona",F,GDR
963,"BALTHAZAR, Lajos",M,HUN
964,"BALTRUSCH, Frank",M,GDR
965,"BALYU, FÃ©lix",M,BEL
966,"BALZ, Heiko",M,GER
967,"BALZARINI, Guido",M,ITA
968,"BAMBINI, Giorgio",M,ITA
969,"BAMBUCK, Roger",M,FRA
970,"BAN, Oana",F,ROU
971,"BANACH, Edward Joseph",M,USA
972,"BANACH, Louis David",M,USA
973,"BANBURY, Ian",M,GBR
974,"BANCHERO, Elvio",M,ITA
975,"BANDHOLZ, Willi",M,GER
976,"BANDINELLI, Spartaco",M,ITA
977,"BANDOLOWSKI, Valdemar",M,DEN
978,"BANEGA, Ever",M,ARG
979,"BANFALVI-FRIED, Klara",F,HUN
980,"BANG, Dae-Du",M,KOR
981,"BANG, Soo-Hyun",F,KOR
982,"BANK, Jesper",M,DEN
983,"BANNISTER, Alan",M,GBR
984,"BANTEAUX SUAREZ, Carlos",M,CUB
985,"BANTOM, Michael Allen",M,USA
986,"BANTZ, Helmut",M,EUA
987,"BAO, Yingying",F,CHN
988,"BÃœCHNER, Joachim",M,GER
989,"BÃœCHNER, Ralf",M,GDR
990,"BÃœHLER, Anton",M,SUI
991,"BÃœHLER, Hans E.",M,SUI
992,"BÃœKER, Heinz",M,EUA
993,"BÃœRCHLER-MESSER, Robert",M,SUI
994,"BÃœRGER, Erna",F,GER
995,"BÃœSING, Wilhelm ""Willy""",M,GER
996,"BAPTISTE, Kirk",M,USA
997,"BARABAS, Eniko",F,ROU
998,"BARACCHINI, Silvio",M,ITA
999,"BARAGLIA, Tullio",M,ITA
1000,"BARAN, Primo",M,ITA
1001,"BARANNIKOV, Vellikton",M,URS
1002,"BARANOV, Sergey",M,RUS
1003,"BARANOVA, Elena",F,EUN
1004,"BARANOVA, Elena",F,RUS
1005,"BARANY, Arpad",M,HUN
1006,"BARANY, Istvan",M,HUN
1007,"BARANYAI, Laszlo",M,HUN
1008,"BARASCU, Aurica",F,ROU
1009,"BARASZKIEWICZ, Pawel",M,POL
1010,"BARATHAY, Samuel",M,FRA
1011,"BARBACHINSKI, Andrei",M,EUN
1012,"BARBAKOV, Evgeni",M,URS
1013,BARBARA,F,BRA
1014,"BARBER, Darren",M,CAN
1015,"BARBER, Paul Jason",M,GBR
1016,"BARBERIS, Verdi",M,AUS
1017,"BARBEROLLE, Ernest",M,FRA
1018,"BARBIERI, Renato",M,ITA
1019,"BARBOSA, Dario",M,BRA
1020,"BARBURSKI, Kazimierz",M,POL
1021,"BARBUTI, Raymond James",M,USA
1022,"BARCENA RIOS, David",M,MEX
1023,"BARCIK, Edward",M,POL
1024,"BARDACH, Georgina",F,ARG
1025,"BARDEN, Brian",M,USA
1026,"BARDET, Anne-Lise",F,FRA
1027,"BARDI, Danilo",M,ITA
1028,"BARDOSI, Sandor Istvan",M,HUN
1029,"BAREA, Maria Del Carme N",F,ESP
1030,"BAREIRO, Fredy",M,PAR
1031,"BAREL, Olessya",F,URS
1032,"BARFOD, Haakon",M,NOR
1033,"BARINOV, Yuri",M,URS
1034,"BARISHEVA-KOROSTELEVA, Olga",F,URS
1035,"BARKALOV, Aleksei",M,URS
1036,"BARKER, Clifford Eugene",M,USA
1037,"BARKER, Florence",F,GBR
1038,"BARKER, Harold Ross",M,GBR
1039,"BARKER, Ian",M,GBR
1040,"BARKLEY, Charles",M,USA
1041,"BARKMAN, Jane Louise",F,USA
1042,"BARKSDALE, Donald Argee",M,USA
1043,"BARLEBEN, Bernd",M,EUA
1044,"BARLOIS, Valerie",F,FRA
1045,"BARNARD, Arthur",M,USA
1046,"BARNES, Eric Randolph",M,USA
1047,"BARNES, George",M,GBR
1048,"BARNES, James",M,USA
1049,"BARNES, Jennifer Kirsten",F,CAN
1050,"BARNES, Lee",M,USA
1051,"BARNES, Paddy",M,IRL
1052,"BARNES, W.",M,CAN
1053,"BARNETT, Jumbo",M,ANZ
1054,"BARNETT, Steven",M,AUS
1055,"BARNETT, Steven William",M,USA
1056,"BARNHART, Nicole",F,USA
1057,"BAROEV, Khasan",M,RUS
1058,"BARON, Bengt",M,SWE
1059,"BARON, Mietje",F,NED
1060,"BARONE, Marian Emma Twining",F,USA
1061,"BAROUH, Francois",M,FRA
1062,"BARR, Elizabeth Cynthia",F,USA
1063,"BARRAIS, Andre",M,FRA
1064,"BARRATT, Bronte",F,AUS
1065,"BARRE, Alexandra",F,CAN
1066,"BARRE, Pascal",M,FRA
1067,"BARRE, Patrick",M,FRA
1068,"BARRELET, Henri",M,FRA
1069,"BARRENA, Oscar",M,ESP
1070,"BARRETO, Diego",M,PAR
1071,"BARRETO, Edgar",M,PAR
1072,"BARRETO, Nuno",M,POR
1073,"BARRETT, Alan John",M,GBR
1074,"BARRETT, Edward Edmond",M,GBR
1075,"BARRETT, Frederick Whitfield",M,GBR
1076,"BARRETT, Herbert Roper",M,GBR
1077,"BARRETT, Michael Thomas",M,USA
1078,"BARRETT, Peter Jones",M,USA
1079,"BARRIENTOS, Claudio",M,CHI
1080,"BARRIO, Sonia",F,ESP
1081,"BARRIONUEVO, Noel",F,ARG
1082,"BARRIOS, Yarelys",F,CUB
1083,"BARRON, Harold",M,USA
1084,"BARROS FERNANDEZ, Zoila",F,CUB
1085,"BARROS, Leila",F,BRA
1086,"BARROS, Zoila",F,CUB
1087,"BARROW, Daniel Hubert Jr.",M,USA
1088,"BARROWMAN, Mike",M,USA
1089,"BARRS, Jay",M,USA
1090,"BARRUFET, David",M,ESP
1091,"BARRY, Kevin",M,NZL
1092,"BARRY, William Louis",M,GBR
1093,"BARSLUKOVA, Yulia",F,RUS
1094,"BARSOTTI, Dino",M,ITA
1095,"BARTA, IstvÃ¡n",M,HUN
1096,"BARTALINI, Marcello",M,ITA
1097,"BARTELS DE VRIES, Maria Anna",F,NED
1098,"BARTENEV, Leonid",M,URS
1099,"BARTFAI, Krisztian",M,HUN
1100,"BARTH, Carmen",M,USA
1101,"BARTH, Paul",M,SUI
1102,"BARTH, Paul",M,FRG
1103,"BARTHA, IstvÃ¡n",M,HUN
1104,"BARTHEL, Joseph",M,LUX
1105,"BARTHELS, Wolfgang",M,EUA
1106,"BARTHOLOMAE, Fritz",M,GER
1107,"BARTHOLOMAE, Willi",M,GER
1108,"BARTIBAS, V.",M,URU
1109,"BARTKO, Robert",M,GER
1110,"BARTL, Franz",M,AUT
1111,"BARTLETT, Charles Henry",M,GBR
1112,"BARTLIFF, Charles Albert",M,USA
1113,"BARTMAN, Michiel",M,NED
1114,"BARTNIK, Wojciech",M,POL
1115,"BARTOLINI, Enzo",M,ITA
1116,"BARTON, Christopher Bertram",M,GBR
1117,"BARTON, Gregory Mark",M,USA
1118,"BARTON, Jim",M,USA
1119,"BARTOSIK, Alison",F,USA
1120,"BARTU, Jan",M,TCH
1121,"BARTUSIAK, Saskia",F,GER
1122,"BARYARD, Malin",F,SWE
1123,"BARYSHNIKOV, Aleksandr",M,URS
1124,"BARZAGLI, Andrea",M,ITA
1125,"BARZAKOV, Serafim",M,BUL
1126,"BARZEGAR, Mansour",M,IRI
1127,"BAS, NoÃ«l",M,FRA
1128,"BASAGNI, Silvano",M,ITA
1129,"BASAR, Hakki",M,TUR
1130,"BASEL, Edgar",M,GER
1131,"BASHASHKIN, Anatoli",M,URS
1132,"BASHENOV, Viktor",M,URS
1133,"BASHIR, Ahmad",M,PAK
1134,"BASHKATOV, Juri",M,URS
1135,"BASHKATOV, Juri",M,EUN
1136,"BASHKIN, Pavel",M,RUS
1137,"BASIC, Mirko",M,YUG
1138,"BASILE, Gianluca",M,ITA
1139,"BASINSKI, Igor",M,URS
1140,"BASINSKI, Igor",M,BLR
1141,"BASKARAN, Baskaran",M,IND
1142,"BASLETTA, Giulio",M,ITA
1143,"BASS, Raymond Henry",M,USA
1144,"BASSEDAS, Christian",M,ARG
1145,"BASSEMIR, Christian",M,FRG
1146,"BASSET, Pierre",M,FRA
1147,"BASSHAM, Lance Robert",M,USA
1148,"BASTET, Evert",M,CAN
1149,"BASTI, Istvan",M,HUN
1150,"BASTIEN, Louis",M,FRA
1151,"BASTIN, DÃ©sirÃ©",M,BEL
1152,"BASZANOWSKI, Waldemar",M,POL
1153,"BATCHELDER, Joseph Laws",M,USA
1154,"BATCHELOR, Steven James",M,GBR
1155,"BATES, Alfred Hilborn",M,USA
1156,"BATES, Michael D.",M,USA
1157,"BATEZ, Vladimir",M,YUG
1158,"BATHE, Walter",M,GER
1159,"BATIGNANI, F.",M,URU
1160,"BATIROV, Mavlet",M,RUS
1161,"BATKOVIC, Suzy",F,AUS
1162,"BATSIUSHKA, Hanna",F,BLR
1163,"BATTAGLIA, Roberto",M,ITA
1164,"BATTEL, Edward",M,GBR
1165,"BATTEN, Guin",F,GBR
1166,"BATTEN, Kim",F,USA
1167,"BATTEN, Miriam",F,GBR
1168,"BATTERSBY, James",M,AUS
1169,"BATTERSBY, Thomas Sidney",M,GBR
1170,"BATTISTA, Pastorini Battista",M,ITA
1171,"BATTISTELLI, Stefano",M,ITA
1172,"BATYRCHINA, Ianina",F,RUS
1173,"BAU, Sabine Christiane",F,FRG
1174,"BAU, Sabine Christiane",F,GER
1175,"BAUCH, Herbert",M,GDR
1176,"BAUCHSPIESS, Bernd",M,EUA
1177,"BAUDOUX, Bernard",M,FRA
1178,"BAUDRIER, Jacques",M,FRA
1179,"BAUER, Dennis",M,GER
1180,"BAUER, Fritz",M,GER
1181,"BAUER, Gustav",M,USA
1182,"BAUER, Rudolf",M,HUN
1183,"BAUER, Seth David",M,USA
1184,"BAUER, Stephen",M,CAN
1185,"BAUER, Sybil",F,USA
1186,"BAUER, ThÃ©ophile",M,BEL
1187,"BAUERSCHMIDT, Maritta",F,GDR
1188,"BAUES, Wilhelm Bernd",M,FRG
1189,"BAUGE, Gregory",M,FRA
1190,"BAULCH, Jamie",M,GBR
1191,"BAUM, Frank",M,GDR
1192,"BAUMA, Hermine (Herma)",F,AUT
1193,"BAUMANN, Alexander",M,CAN
1194,"BAUMANN, Dieter",M,FRG
1195,"BAUMANN, Dieter",M,GER
1196,"BAUMANN, Hermann",M,SUI
1197,"BAUMANN, Matthias Andreas",M,FRG
1198,"BAUMANN, Matthias Andreas",M,GER
1199,"BAUMANN, Wilhelm",M,GER
1200,"BAUMER, Daniela",F,SUI
1201,"BAUMGART, Bernd",M,GDR
1202,"BAUMGART, Wolfgang",M,FRG
1203,"BAUMGARTL, Frank",M,GDR
1204,"BAUMGARTNER, Bruce Robert",M,USA
1205,"BAUMGARTNER, Hans",M,FRG
1206,"BAUR, Markus",M,GER
1207,"BAUSCH, James Aloysius Bernard",M,USA
1208,"BAUSSET, Olivier",M,FRA
1209,"BAUTISTA ROCHA, Daniel",M,MEX
1210,"BAUWENS, RenÃ©",M,BEL
1211,"BAVEREL, Myriam",F,FRA
1212,"BAXTER, Irving",M,USA
1213,"BAXTER, James",M,GBR
1214,"BAYANMUNK, Khorloo",M,MGL
1215,"BAYARD, Jean",M,FRA
1216,"BAYARSAIKHAN, Namjil",M,MGL
1217,"BAYER, Ernest Henry",M,USA
1218,"BAYER, Gustav",M,NOR
1219,"BAYI, Filbert",M,TAN
1220,"BAYISA, Fita",M,ETH
1221,"BAYLEY, Ryan",M,AUS
1222,"BAYLIS, William Henry",M,USA
1223,"BAYLISS, F.C.",M,GBR
1224,"BAYLISS, Lisa Jayne",F,GBR
1225,"BAYOUMI, Tamer",M,EGY
1226,"BAYRAK, Mithat",M,TUR
1227,"BAYRAMOV, Rovshan",M,AZE
1228,"BAZANOVA, Marina",F,URS
1229,"BAZANOVA, Marina",F,EUN
1230,"BAZDAREVIC, Mehmed",M,YUG
1231,"BAZON, Adriana",F,ROU
1232,"BCHARA, Hassan",M,LIB
1233,"BEA, Sebastian",M,USA
1234,"BEACHCROFT, Charles",M,GBR
1235,"BEADSWORTH, Gemma",F,AUS
1236,"BEAMISH, Alfred Ernest",M,GBR
1237,"BEAMISH, Winifred Geraldine",F,GBR
1238,"BEAMON, Bob",M,USA
1239,"BEARA, Vladimir",M,YUG
1240,"BEARD, Amanda",F,USA
1241,"BEARD, Elizabeth Ann",F,USA
1242,"BEARD, Percy",M,USA
1243,"BEARD, Ralph Milton Jr.",M,USA
1244,"BEARE, Jon",M,CAN
1245,"BEASHEL, Colin",M,AUS
1246,"BEATTIE, George",M,CAN
1247,"BEATTIE, John",M,GBR
1248,"BEAUBIEN, Layne",M,USA
1249,"BEAUD, Clement",M,CMR
1250,"BEAUFRAND, Roger",M,FRA
1251,"BEAUMONT, Lyne",F,CAN
1252,"BEAUPREY, Jeanne Marie",F,USA
1253,"BEAUREGARD, Robin",F,USA
1254,"BEAUREPAIRE, Frank E.",M,ANZ
1255,"BEAUREPAIRE, Frank E.",M,AUS
1256,"BEBECHKO, Serguei",M,EUN
1257,"BEBEL, Bronislaw",M,POL
1258,"BEBETO, Jose Roberto",M,BRA
1259,"BEBIC, Milivoj",M,YUG
1260,"BEBINGTON, Anna",F,GBR
1261,"BECCALI, Luigi",M,ITA
1262,"BECHERU, Petre",M,ROU
1263,"BECHMANN, Christoph",M,GER
1264,"BECIRSPAHIC, Mersada",F,YUG
1265,"BECK, Frank",M,FRG
1266,"BECK, Frederick",M,GBR
1267,"BECK, Lewis William Jr.",M,USA
1268,"BECK, Robert Lee",M,USA
1269,"BECK, Volker",M,GDR
1270,"BECK, Walter",M,SUI
1271,"BECKE, Daniel",M,GER
1272,"BECKER-DEY, Courtenay",F,USA
1273,"BECKER-MICKLER, Ingrid",F,FRG
1274,"BECKER-PINKSTON, Elizabeth",F,USA
1275,"BECKER-STEINER, Marion",F,FRG
1276,"BECKER, Andreas",M,GER
1277,"BECKER, Boris Franz",M,GER
1278,"BECKER, Britta",F,GER
1279,"BECKER, Carolyn Marie",F,USA
1280,"BECKER, Ellen",F,FRG
1281,"BECKER, Marcus",M,GER
1282,"BECKER, Nick Adrian",M,USA
1283,"BECKER, Otto",M,GER
1284,"BECKER, Thomas",M,GER
1285,"BECKERT, Franz Ernst",M,GER
1286,"BECKFORD, James",M,JAM
1287,"BECKLEAN, William Russell",M,USA
1288,"BECKMANN, Gudrun",F,FRG
1289,"BECKMANN, William",M,USA
1290,"BECQUET, AndrÃ©",M,BEL
1291,"BEDE-SMITH, Frank",M,ANZ
1292,"BEDE, Shelda",F,BRA
1293,"BEDEVAN, Mircea",M,ROU
1294,"BEDFORD, B J",F,USA
